key	datasetKey	publishingOrgKey	installationKey	hostingOrganizationKey	publishingCountry	protocol	lastCrawled	lastParsed	crawlId	extensions	basisOfRecord	individualCount	occurrenceStatus	taxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	speciesKey	acceptedTaxonKey	scientificName	acceptedScientificName	kingdom	phylum	order	family	genus	species	genericName	specificEpithet	taxonRank	taxonomicStatus	iucnRedListCategory	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	stateProvince	gadm	year	month	day	eventDate	startDayOfYear	endDayOfYear	issues	lastInterpreted	license	isSequenced	identifiers	media	facts	relations	isInCluster	recordedBy	geodeticDatum	class	countryCode	recordedByIDs	identifiedByIDs	gbifRegion	country	publishedByGbifRegion	recordNumber	eventID	identifier	informationWithheld	habitat	footprintWKT	locality	identificationVerificationStatus	collectionCode	gbifID	occurrenceID	taxonID	verbatimDepth	taxonConceptID	http://unknown.org/rightsHolder	continent	datasetID	http://unknown.org/language	http://unknown.org/modified	originalNameUsage	county	nameAccordingTo	infraspecificEpithet	modified	institutionCode	associatedReferences	language	networkKeys	depth	depthAccuracy	identifiedBy	catalogNumber	institutionKey	preparations	rightsHolder	nomenclaturalCode	institutionID	verbatimEventDate	higherClassification	higherGeography	otherCatalogNumbers	dynamicProperties	collectionKey	collectionID	elevation	elevationAccuracy	typeStatus
3774616624	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:42.600+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:42.600+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852541/874570/147527'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852541/874570/147527				Rovinj - Banjole		Pa	3774616624	http://id.zfmk.de/collection_ZFMK/223852541/874570/147527					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00380	07d2dd65-80b8-4402-bf51-b55809c85f87												3.0		
3774616449	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:41.620+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:41.620+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852542/874571/147528'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852542/874571/147528				Rovinj - Banjole		Pa	3774616449	http://id.zfmk.de/collection_ZFMK/223852542/874571/147528					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00381	07d2dd65-80b8-4402-bf51-b55809c85f87												3.0		
3774616414	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:41.331+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:41.331+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852543/874572/147529'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852543/874572/147529				Rovinj - Banjole		Pa	3774616414	http://id.zfmk.de/collection_ZFMK/223852543/874572/147529					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00382	07d2dd65-80b8-4402-bf51-b55809c85f87												3.0		
3774616811	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:43.697+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:43.697+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852544/874573/147530'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852544/874573/147530				Rovinj - Banjole		Pa	3774616811	http://id.zfmk.de/collection_ZFMK/223852544/874573/147530					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00383	07d2dd65-80b8-4402-bf51-b55809c85f87												3.0		
3774616403	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:41.260+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:41.260+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852545/874574/147531'}]	[]	[]	[]	False			Pycnogonida	HR	[]	[]	EUROPE	Croatia	EUROPE			http://id.zfmk.de/collection_ZFMK/223852545/874574/147531				Rovinj - Banjole		Pa	3774616403	http://id.zfmk.de/collection_ZFMK/223852545/874574/147531					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00384	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616519	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:42.095+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:42.095+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852546/874575/147532'}]	[]	[]	[]	False			Pycnogonida	IT	[]	[]	EUROPE	Italy	EUROPE			http://id.zfmk.de/collection_ZFMK/223852546/874575/147532				Messina, Ganzirri		Pa	3774616519	http://id.zfmk.de/collection_ZFMK/223852546/874575/147532					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00385	07d2dd65-80b8-4402-bf51-b55809c85f87												28.0		
3774616567	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:42.318+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:42.318+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852547/874576/147533'}]	[]	[]	[]	False			Pycnogonida	IT	[]	[]	EUROPE	Italy	EUROPE			http://id.zfmk.de/collection_ZFMK/223852547/874576/147533				Messina, Ganzirri		Pa	3774616567	http://id.zfmk.de/collection_ZFMK/223852547/874576/147533					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00386	07d2dd65-80b8-4402-bf51-b55809c85f87												28.0		
3774616727	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:43.397+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:43.397+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852548/874577/147534'}]	[]	[]	[]	False			Pycnogonida	IT	[]	[]	EUROPE	Italy	EUROPE			http://id.zfmk.de/collection_ZFMK/223852548/874577/147534				Messina		Pa	3774616727	http://id.zfmk.de/collection_ZFMK/223852548/874577/147534					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00387	07d2dd65-80b8-4402-bf51-b55809c85f87														
3774616711	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:43.266+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:43.266+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852549/874578/147535'}]	[]	[]	[]	False			Pycnogonida	MT	[]	[]	EUROPE	Malta	EUROPE			http://id.zfmk.de/collection_ZFMK/223852549/874578/147535				NW, Melicha Bay, sw of Madonna church		Pa	3774616711	http://id.zfmk.de/collection_ZFMK/223852549/874578/147535					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00388	07d2dd65-80b8-4402-bf51-b55809c85f87												6.5	3.5	
3774616743	3bd5570d-2a82-4e6b-9493-9381b5a37516	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	603065ae-f762-11e1-a439-00145eb45e9a	6e1cad80-bdf5-11d8-84ea-b8a03c50a862	DE	BIOCASE	2024-01-22T20:38:14.137+00:00	2024-01-26T14:32:43.450+00:00	44	{}	PRESERVED_SPECIMEN		PRESENT	2118122	1	54	354	9477065	2011	2118112	2118122	2118122	Callipallene tiberii (Dohrn, 1881)	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Callipallene	tiberii	SPECIES	ACCEPTED	NE					{}							['CONTINENT_DERIVED_FROM_COUNTRY', 'TAXON_MATCH_FUZZY', 'COLLECTION_MATCH_NONE', 'INSTITUTION_MATCH_FUZZY']	2024-01-26T14:32:43.450+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'http://id.zfmk.de/collection_ZFMK/223852550/874579/147536'}]	[]	[]	[]	False			Pycnogonida	MT	[]	[]	EUROPE	Malta	EUROPE			http://id.zfmk.de/collection_ZFMK/223852550/874579/147536				NW, Melicha Bay, sw of Madonna church		Pa	3774616743	http://id.zfmk.de/collection_ZFMK/223852550/874579/147536					EUROPE									ZFMK						F. Krapp	ZFMK-Pa-00389	07d2dd65-80b8-4402-bf51-b55809c85f87												1.5	1.5	
1038155150	7d8ed137-1d30-42f1-8b78-12a4957e4690	021121c0-f040-11d8-b22f-b8a03c50a862	6047d0d6-f762-11e1-a439-00145eb45e9a	021121c0-f040-11d8-b22f-b8a03c50a862	DE	BIOCASE	2023-09-21T02:23:27.615+00:00	2024-01-25T09:13:03.914+00:00	213	{}	PRESERVED_SPECIMEN		PRESENT	9087557	1	54	354	9477065	2011	2118112	2118122	2118122	Pallene tiberi Dohrn, 1881	Callipallene tiberii (Dohrn, 1881)	Animalia	Arthropoda	Pantopoda	Callipallenidae	Callipallene	Callipallene tiberii	Pallene	tiberi	SPECIES	SYNONYM	NE					{}							['TAXON_MATCH_FUZZY', 'INSTITUTION_MATCH_NONE']	2024-01-25T09:13:03.914+00:00	http://creativecommons.org/licenses/by/4.0/legalcode	False	[{'identifier': 'urn:catalog:ZMB/Pyc:Museum für Naturkunde, Berlin - Pycnogonida:170402'}]	[]	[]	[]	False	Dohrn		Pycnogonida		[]	[]			EUROPE									Museum für Naturkunde, Berlin - Pycnogonida	1038155150															ZMB/Pyc							170402															TYPE
